,m/z,I,RelInt,S/N,Res.
1170,187.99885,1243513,0.0009689247792747254,5.3,966417
1171,188.01149,3819517,0.0029761045249716415,20.4,663510
1172,188.03525,7090182,0.005524552641884428,39.5,654914
1173,188.04342,2386440,0.0018594746096360676,12.0,665393
1174,188.04787,7057418,0.005499023474543068,39.3,623083
1175,188.07167,1598994,0.0012459096997873042,7.4,638071
1176,188.09053,1105048,0.000861035139550593,4.5,839756
1177,188.09242,1091737,0.0008506634283284942,4.4,843389
1178,188.21304,1027203,0.0008003796020189058,4.1,686829
1179,188.46555,1081499,0.0008426861479219244,4.4,928844
1180,188.49593,1018021,0.0007932251393608552,4.0,868771
1181,188.51286,1120811,0.0008733174086508819,4.6,759002
1182,188.55901,1074619,0.0008373253656209673,4.3,845436
1183,188.56451,1085629,0.0008459041756694468,4.4,666552
1184,188.6187,1090064,0.0008493598543765317,4.4,715926
1185,188.63806,1048023,0.0008166022019470929,4.2,856868
1186,188.8718,1076264,0.0008386071224356585,4.3,523248
1187,188.87264,1068713,0.0008327235080236632,4.3,784458
1188,188.88769,1102766,0.0008592570428629791,4.5,1001235
1189,188.92728,1079484,0.0008411160932218622,4.4,885649
1190,189.0193,19583324,0.015259002426323994,112.5,594288
1191,189.04343,1031013,0.0008033482910547557,4.1,845885
1192,189.05568,12695913,0.009892445596641222,72.3,594619
1193,189.07535,1087952,0.0008477142188794937,4.4,508891
1194,189.09205,2706294,0.002108699560521292,13.9,629817
1195,189.25947,1020977,0.0007955284057099292,4.0,888540
1196,189.41131,1075174,0.0008377578124490242,4.3,1040873
1197,189.43562,1037551,0.0008084425926076129,4.1,567085
1198,189.47328,1089148,0.0008486461223143693,4.4,791731
1199,189.47597,1129341,0.0008799638436839,4.7,742274
1200,189.51399,1016714,0.000792206746560368,4.0,794001
1201,189.57382,1027360,0.0008005019338243201,4.1,654179
1202,189.57468,1018784,0.000793819656351499,4.0,860189
1203,189.72099,1042772,0.0008125107095252433,4.2,632739
1204,189.771,1119206,0.0008720668191751498,4.6,813577
1205,189.93077,1018782,0.0007938180979845511,4.0,770828
1206,189.99071,1195828,0.000931769415318164,5.0,591066
1207,190.00587,1065273,0.0008300431168731846,4.3,1002414
1208,190.00758,1025018,0.0007986770861282675,4.0,684531
1209,190.01456,4200636,0.0032730661513900258,22.6,669576
1210,190.02275,2093375,0.0016311232048351952,10.3,569735
1211,190.02715,8341185,0.006499313505379236,46.8,614410
1212,190.05093,4626633,0.0036049959737535194,25.1,626547
1213,190.05906,1783372,0.0013895739903521118,8.5,618138
1214,190.06217,1928141,0.0015023756026961905,9.3,698790
1215,190.06358,2483150,0.0019348294434043181,12.6,824345
1216,190.11405,1062240,0.0008276798533966144,4.3,632758
1217,190.15189,1177069,0.0009171527125298422,4.9,851059
1218,190.17074,1050612,0.0008186195079612177,4.2,670372
1219,190.2649,1103189,0.0008595866374724709,4.5,506639
1220,190.47474,1034337,0.0008059382969222529,4.1,798343
1221,190.59309,1025675,0.00079918900967067,4.1,757610
1222,190.62812,1029080,0.0008018421293995593,4.1,695017
1223,190.63436,1113370,0.000867519504421024,4.6,844615
1224,190.67703,1119401,0.0008722187599525753,4.6,586506
1225,190.75423,1249733,0.000973771300482858,5.3,852915
1226,190.85496,1037929,0.0008087371239607759,4.1,612881
1227,190.99859,10517533,0.008195087900600669,59.3,583238
1228,191.00982,1026785,0.0008000539033267836,4.0,635623
1229,191.03498,22015018,0.017153738204891387,126.2,597268
1230,191.04619,1252526,0.0009759475599256739,5.4,695387
1231,191.05603,2398258,0.00186868299993152,12.0,690395
1232,191.07137,6859320,0.005344668786715304,38.0,611261
1233,191.08252,1452091,0.0011314453099097598,6.5,639726
1234,191.10771,1913412,0.0014908990093079931,9.2,617362
1235,191.1576,1067031,0.000831412921420435,4.3,667432
1236,191.21757,1045356,0.0008145241196219981,4.1,848649
1237,191.23354,1082162,0.0008432027465651708,4.4,588162
1238,191.24417,1156342,0.0009010025766647348,4.8,448535
1239,191.255,1107834,0.0008632059447090911,4.5,923786
1240,191.26023,1127484,0.0008785168999727259,4.6,628818
1241,191.40033,1052463,0.0008200617765715479,4.2,564216
1242,191.48174,1033356,0.000805173917934282,4.1,462834
1243,191.56211,1053929,0.0008212040595443972,4.2,775694
1244,191.57493,1107054,0.0008625981815993896,4.5,739654
1245,191.59334,1110517,0.0008652964939697696,4.5,959478
1246,191.63949,1045126,0.0008143449074229836,4.1,694221
1247,191.64163,1054470,0.0008216255978038184,4.2,864384
1248,191.65766,1079884,0.0008414277666114527,4.3,551424
1249,191.82998,1043147,0.0008128029033279843,4.1,983093
1250,191.8578,1041365,0.0008114143983773585,4.1,919877
1251,191.91486,1119146,0.0008720200681667114,4.6,560615
1252,191.92277,1110381,0.0008651905250173088,4.5,788451
1253,191.94707,1049846,0.0008180226534201517,4.2,969585
1254,191.97593,1077248,0.0008393738389740511,4.3,631487
1255,191.99382,1284615,0.0010009507784221002,5.5,662114
1256,192.00636,4723596,0.0036805479409406858,25.6,541237
1257,192.03021,5133716,0.004000106667287858,27.9,631972
1258,192.03825,1592855,0.0012411262924405637,7.3,625971
1259,192.04276,5425049,0.0042271085263118026,29.6,651224
1260,192.05144,1028988,0.0008017704445199534,4.1,438901
1261,192.06663,2467490,0.0019226274302018489,12.4,823989
1262,192.07468,1288485,0.0010039662184663887,5.6,470625
1263,192.07778,1290278,0.0010053632944352282,5.6,840870
1264,192.12841,1167288,0.0009095315189708797,4.9,865094
1265,192.16908,1215175,0.0009468442779891842,5.1,781676
1266,192.18133,1154892,0.000899872760627469,4.8,794259
1267,192.19474,1041745,0.0008117104880974696,4.1,763729
1268,192.20168,1048275,0.000816798556182535,4.2,764062
1269,192.20488,1033556,0.0008053297546290774,4.1,527460
1270,192.30944,1094587,0.0008528841012293266,4.4,670450
