,m/z,I,RelInt,S/N,Res.
37,151.22442,973456,0.0006533448848296009,4.0,1182802
38,151.24743,970834,0.0006515851028897667,4.0,949556
39,151.24804,1287314,0.0008639938703644878,6.0,778678
40,151.25967,1063251,0.0007136117114075603,4.6,1192866
41,151.31619,1010615,0.0006782845252194934,4.2,908788
42,151.44499,1142401,0.0007667340380810441,5.1,927013
43,151.46081,976290,0.0006552469527233804,4.0,1090081
44,151.51927,1053479,0.0007070531343228694,4.5,1073210
45,151.56375,1316970,0.0008838977960730012,6.1,980830
46,151.56514,974378,0.0006539636944972313,4.0,617226
47,151.57328,1089099,0.0007309598592263374,4.7,790662
48,151.57794,1065851,0.0007153567278238718,4.6,634866
49,151.59297,991404,0.0006653908673834314,4.1,756085
50,151.62176,973582,0.000653429451009776,4.0,835349
51,151.6425,1247024,0.0008369528275132601,5.7,1133957
52,151.64287,1050864,0.000705298050504156,4.5,1189783
53,151.65405,1056689,0.000709207558436854,4.5,745931
54,151.65898,1099505,0.0007379439518525443,4.8,1118887
55,151.6796,1043859,0.0007005965735825167,4.5,849352
56,151.7709,1013082,0.000679940277334509,4.3,986638
57,151.79459,1003516,0.0006735199592428027,4.2,1208071
58,151.80506,1055421,0.0007083565273538221,4.5,1013515
59,151.83294,1004959,0.0006744884433538557,4.2,875163
60,151.83412,1307199,0.0008773398901484705,6.1,949149
61,151.84458,1003664,0.0006736192909465005,4.2,738179
62,151.85375,1019329,0.0006841330148547775,4.3,993093
63,151.86671,1066722,0.0007159413083233361,4.6,765689
64,151.87801,984227,0.0006605739509142515,4.1,954019
